titulo_servico,descricao_completa
Informações sobre eventos nas salas de exibição da RioFilme,"## **O que é:**

O Programa de Difusão e Formação de Plateia visa a fomentar o acesso de crianças, jovens e adultos cariocas à produção audiovisual nacional e internacional através do investimento em mostras e festivais de cinema por toda a cidade.


Os projetos investidos promovem exibições, debates e oficinas de forma gratuita e descentralizada com temáticas e recortes diversos. Além de garantir o pleno exercício dos direitos culturais, o programa fortalece a cadeia produtiva do audiovisual através do fortalecimento da produção e exibição local. Alguns dos projetos investidos pelo programa são o Festival Internacional de Curtas do Rio de Janeiro – Curta Cinema e outros eventos.


Informações sobre como proceder para realizar um evento (Mostra cultural, Palestras, Curso, Festival de cinema) nas salas de exibição da RioFilme (Cinecarioca Nova Brasília e CineCarioca José Wilker).


## **Para que serve:**

O objetivo é **facilitar a organização e a realização de eventos culturais** e educativos nas salas de cinema geridas pela RioFilme. Ele fornece as orientações necessárias para que produtores e organizadores possam utilizar esses espaços para suas atividades.


## **Quem pode solicitar:**

Qualquer pessoa ou organização interessada em realizar eventos culturais, palestras, cursos ou festivais de cinema nas salas da RioFilme. É necessário apresentar informações e justificativas sobre o evento, além de um cronograma e os dados de contato do responsável."
Notificação de irregularidades em contratos de empresas terceirizadas da Rio-Urbe,"## **O que é:**

Este é um serviço para notificar irregularidades trabalhistas que teriam sido cometidas por empresas terceirizadas que possuem contratos com a Rio-Urbe. A notificação permite que o município fiscalize o cumprimento das obrigações contratuais e trabalhistas.


## **Para que serve:**

Este serviço serve para fiscalizar o cumprimento das obrigações trabalhistas por empresas terceirizadas contratadas pela Rio-Urbe. Ele permite que a secretaria responsável verifique as denúncias e, se confirmadas as irregularidades, aplique as penalidades contratuais, como o bloqueio de pagamentos.


## **Quem pode solicitar:**

Qualquer cidadão que tenha conhecimento de irregularidades trabalhistas envolvendo empresas terceirizadas da Rio-Urbe."
TAXI.RIO Cidades - Verificação de comportamento de taxistas contra usuários do aplicativo,
Vistoria para inclusão de veículo - Transporte Complementar,
Navezinhas Cariocas,"#### **O que é:**

As Navezinhas Cariocas são versões reduzidas das Naves do Conhecimento. As unidades oferecem acesso gratuito à internet e cursos gratuitos, todos com conteúdos relacionados ao universo digital. Elas têm o propósito de aumentar a capilaridade das Naves do Conhecimento em ambientes colaborativos e criativos que ampliam o acesso da população ao universo digital no Rio de Janeiro.


Esses equipamentos são coordenados pela Secretaria Municipal de Ciência, Tecnologia e Inovação, funcionam como polos de capacitação tecnológica e inovação social. **As vagas são limitadas**.


Entre os temas abordados estão:

Informática Básica (Sênior e Kids), Excel Empresarial, Criação de Dashboards, Game Design, Desenvolvimento de Jogos, Marketing Digital, Design Gráfico, Branding, Canva para Empreendedores, Fotografia com Celular, Blender 3D, Word Essencial, entre outros.


**Para que serve:**

- Promover a inclusão digital nas comunidades cariocas;
- Desenvolver habilidades tecnológicas e empreendedoras;
- Preparar jovens, adultos e idosos para o mercado de trabalho atual e futuro;
- Estimular autonomia, inovação e geração de renda.


**Quem pode solicitar:**

Qualquer cidadão interessado em aprender ou aprimorar conhecimentos em tecnologia e empreendedorismo.

As Navezinhas atendem diferentes faixas etárias e níveis de conhecimento, de crianças a idosos."
Notificação de irregularidades em contratos de empresas terceirizadas da MultiRio,"## **O que é:**

Este é um serviço para notificar irregularidades trabalhistas que teriam sido cometidas por empresas terceirizadas que possuem contratos com a MultiRio. A notificação permite que o município fiscalize o cumprimento das obrigações contratuais e trabalhistas.


## **Para que serve:**

Este serviço serve para fiscalizar o cumprimento das obrigações trabalhistas por empresas terceirizadas contratadas pela MultiRio. Ele permite que a secretaria responsável verifique as denúncias e, se confirmadas as irregularidades, aplique as penalidades contratuais, como o bloqueio de pagamentos.


## **Quem pode solicitar:**

Qualquer cidadão que tenha conhecimento de irregularidades trabalhistas envolvendo empresas terceirizadas da MultiRio."
Notificação de irregularidades em contratos de empresas terceirizadas da Secretaria de Desenvolvimento Econômico,"## O que é:

Este serviço permite notificar irregularidades trabalhistas supostamente cometidas por empresas terceirizadas. Ele é exclusivo para entidades contratadas pelo Município que prestam serviços para a Secretaria Municipal de Desenvolvimento Econômico. O objetivo é reportar falhas no cumprimento de direitos trabalhistas por parte dessas empresas.


## Para que serve:

O serviço serve para fiscalizar e garantir o cumprimento das obrigações trabalhistas por parte das empresas terceirizadas. Ao receber a notificação, a secretaria responsável verifica a situação. Se a irregularidade for confirmada, a secretaria aplica as penalidades previstas no contrato.


## Quem pode solicitar:

Qualquer cidadão que tenha conhecimento de irregularidades trabalhistas envolvendo empresas terceirizadas da Secretaria Municipal de Desenvolvimento Econômico."
Notificação de irregularidades em contratos de empresas terceirizadas da Secretaria Especial de Inclusão,"## **O que é:**

Este é um serviço para notificar irregularidades trabalhistas que teriam sido cometidas por empresas terceirizadas que possuem contratos com a Secretaria Especial de Inclusão. A notificação permite que o município fiscalize o cumprimento das obrigações contratuais e trabalhistas.


## **Para que serve:**

Este serviço serve para fiscalizar o cumprimento das obrigações trabalhistas por empresas terceirizadas contratadas pela Secretaria Especial de Inclusão. Ele permite que a secretaria responsável verifique as denúncias e, se confirmadas as irregularidades, aplique as penalidades contratuais, como o bloqueio de pagamentos.


## **Quem pode solicitar:**

Qualquer cidadão que tenha conhecimento de irregularidades trabalhistas envolvendo empresas terceirizadas da Secretaria Especial de Inclusão."
Notificação de irregularidades em contratos de empresas terceirizadas da Secretaria de Políticas para Mulheres e Cuidados,"**O que é:**

Este serviço é destinado à notificação de irregularidades trabalhistas que teriam sido cometidas por empresas terceirizadas. Ele se aplica a entidades contratadas pelo Município que prestam serviços à Secretaria de Políticas para Mulheres e Cuidados, envolvendo trabalhadores terceirizados.


**Para que serve:**

O serviço serve para garantir a fiscalização e o cumprimento das obrigações trabalhistas por parte das empresas terceirizadas. Ele permite que a secretaria responsável pelo contrato verifique os relatos e, se confirmadas as irregularidades, aplique as penalidades previstas no contrato, como o bloqueio de pagamentos.


**Quem pode solicitar:**

Qualquer cidadão que tenha conhecimento de irregularidades trabalhistas envolvendo empresas terceirizadas da Secretaria de Políticas para Mulheres e Cuidados."
Requerimento de aprovação de projeto geométrico viário,
"Notificação de irregularidades em contratos de empresas terceirizadas da Secretaria de Ciência, Tecnologia e Inovação","## **O que é:**

Este é um serviço para notificar irregularidades trabalhistas que teriam sido cometidas por empresas terceirizadas que possuem contratos com a Secretaria de Ciência, Tecnologia e Inovação. A notificação permite que o município fiscalize o cumprimento das obrigações contratuais e trabalhistas.


## **Para que serve:**

Este serviço serve para fiscalizar o cumprimento das obrigações trabalhistas por empresas terceirizadas contratadas pela Secretaria de Ciência, Tecnologia e Inovação. Ele permite que a secretaria responsável verifique as denúncias e, se confirmadas as irregularidades, aplique as penalidades contratuais, como o bloqueio de pagamentos.


## **Quem pode solicitar:**

Qualquer cidadão que tenha conhecimento de irregularidades trabalhistas envolvendo empresas terceirizadas da Secretaria de Ciência, Tecnologia e Inovação."
Notificação de irregularidades em contratos de empresas terceirizadas da Previ-Rio,"## **O que é:**

Este é um serviço para notificar irregularidades trabalhistas que teriam sido cometidas por empresas terceirizadas que possuem contratos com a Previ-Rio. A notificação permite que o município fiscalize o cumprimento das obrigações contratuais e trabalhistas.


## **Para que serve:**

Este serviço serve para fiscalizar o cumprimento das obrigações trabalhistas por empresas terceirizadas contratadas pela Previ-Rio. Ele permite que a secretaria responsável verifique as denúncias e, se confirmadas as irregularidades, aplique as penalidades contratuais, como o bloqueio de pagamentos.


## **Quem pode solicitar:**

Qualquer cidadão que tenha conhecimento de irregularidades trabalhistas envolvendo empresas terceirizadas da Previ-Rio."
Notificação de irregularidades em contratos de empresas terceirizadas da Secretaria da Juventude Carioca,"## **O que é:**

Este é um serviço para notificar irregularidades trabalhistas que teriam sido cometidas por empresas terceirizadas que possuem contratos com a Secretaria da Juventude Carioca. A notificação permite que o município fiscalize o cumprimento das obrigações contratuais e trabalhistas.


## **Para que serve:**

Este serviço serve para fiscalizar o cumprimento das obrigações trabalhistas por empresas terceirizadas contratadas pela Secretaria da Juventude Carioca. Ele permite que a secretaria responsável verifique as denúncias e, se confirmadas as irregularidades, aplique as penalidades contratuais, como o bloqueio de pagamentos.


## **Quem pode solicitar:**

Qualquer cidadão que tenha conhecimento de irregularidades trabalhistas envolvendo empresas terceirizadas da Secretaria da Juventude Carioca."
